time,altitude,phase_angle,airspeed,specific_energy
8787720.04348825,10698.5951392604,0.59464503381056,393.404152783335,180463
8787721.04348823,10496.261657374,0.564352343445563,368.788019424777,169166
8787722.04348821,10302.0163082571,0.536534981183796,340.493848876907,157291
8787723.04348818,10117.5366279238,0.51131387416997,313.142105412753,146603
8787724.04348816,9940.54317283793,0.488264569344507,294.763300737955,139337
8787725.04348814,9766.15624620568,0.46667162573911,284.17435463444,134617
8787726.04348812,9591.28742241836,0.446109430517319,277.451495524315,131068
8787727.04348809,9414.46014230035,0.426377866390107,272.620076364263,128059
8787728.04348807,9235.02471615048,0.40738212576001,268.733636443649,125301
8787729.04348805,9052.77154676546,0.389077741615705,265.315764348711,122654
8787730.04348803,8867.66885676945,0.371438427748051,262.237116972692,120080
8787731.04348801,8679.83081655821,0.354438655321718,259.479354059662,117571
8787732.04348798,8489.36731168674,0.33804903944644,257.065875795928,115132
8787733.04348796,8296.38077920477,0.322240735546126,254.938943165458,112747
8787734.04348794,8100.97773109889,0.30698801433643,253.047799243587,110402
8787735.04348792,7903.2674149333,0.292267961515944,251.34946900794,108085
8787736.04348789,7703.36640207376,0.278060073860838,249.807147379339,105788
8787737.04348787,7501.40161795821,0.264345811122935,248.389102544052,103504
8787738.04348785,7297.51091207063,0.251108161968895,247.067841959422,101225
8787739.04348783,7091.84090468567,0.238331377204137,245.819595543822,98948
8787740.0434878,6884.54256699013,0.226000846351681,244.625616077259,96669
8787741.04348778,6675.76521075133,0.214103023344507,243.47228167835,94386
8787742.04348776,6465.65248496749,0.202625502258703,242.34812330272,92097
8787743.04348774,6254.3410426433,0.191557092238013,241.2434460231,89801
